  PID   TT  STAT      TIME COMMAND
89917   ??  S      0:03.66 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/145.0.7632.111/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer) --type=renderer --origin-trial-disabled-features=CanvasTextNg|WebAssemblyCustomDescriptors --lang=en-US --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=2010 --time-ticks-at-unix-epoch=-1771019761922780 --launch-time-ticks=923987657312 --shared-files --metrics-shmem-handle=1752395122,r,4598775694331667566,18073157282641119635,2097152 --field-trial-handle=1718379636,r,2286924953060907690,5648025023147676485,262144 --variations-seed-version=20260223-010031.861000-production --trace-process-track-uuid=3190710869765987984 --seatbelt-client=217
89918   ??  S      0:02.88 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/145.0.7632.111/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer) --type=renderer --origin-trial-disabled-features=CanvasTextNg|WebAssemblyCustomDescriptors --lang=en-US --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=2011 --time-ticks-at-unix-epoch=-1771019761922780 --launch-time-ticks=923987851087 --shared-files --metrics-shmem-handle=1752395122,r,7624361294168154785,17701266948740475686,2097152 --field-trial-handle=1718379636,r,2286924953060907690,5648025023147676485,262144 --variations-seed-version=20260223-010031.861000-production --trace-process-track-uuid=3190710870703029833 --seatbelt-client=225
90219   ??  S      0:04.76 /System/Applications/System Settings.app/Contents/MacOS/System Settings
90222   ??  Ss     0:05.23 /System/Library/ExtensionKit/Extensions/AppleIDSettings.appex/Contents/MacOS/AppleIDSettings
90223   ??  Ss     0:15.91 /System/Library/ExtensionKit/Extensions/SecurityPrivacyExtension.appex/Contents/MacOS/SecurityPrivacyExtension
90233   ??  Ss     0:04.49 /System/Library/ExtensionKit/Extensions/FamilySettings.appex/Contents/MacOS/FamilySettings
90236   ??  Ss     0:01.88 /System/Library/ExtensionKit/Extensions/FollowUpSettingsExtension.appex/Contents/MacOS/FollowUpSettingsExtension
90237   ??  Ss     0:02.69 /System/Library/ExtensionKit/Extensions/HeadphoneSettingsExtension.appex/Contents/MacOS/HeadphoneSettingsExtension
90238   ??  Ss     0:01.98 /System/Library/ExtensionKit/Extensions/VPN.appex/Contents/MacOS/VPN
90239   ??  Ss     0:01.93 /System/Library/ExtensionKit/Extensions/ClassroomSettings.appex/Contents/MacOS/ClassroomSettings
90244   ??  S      0:20.00 /usr/libexec/studentd
90351   ??  S     44:13.19 /Applications/zoom.us.app/Contents/MacOS/zoom.us MallocNanoZone=1 USER=mahtabshaikh COMMAND_MODE=unix2003 __CFBundleIdentifier=us.zoom.xos PATH=/usr/bin:/bin:/usr/sbin:/sbin LOGNAME=mahtabshaikh SSH_AUTH_SOCK=/private/tmp/com.apple.launchd.n6IwevA5dS/Listeners HOME=/Users/mahtabshaikh MallocSpaceEfficient=1 SHELL=/bin/zsh EXTENSION_KIT_EXTENSION_TYPE=2 TMPDIR=/var/folders/dm/6gd037n52yx88hl22w35y2y40000gn/T/ __CF_USER_TEXT_ENCODING=0x1F5:0x0:0x0 XPC_SERVICE_NAME=application.us.zoom.xos.17036972.17036977 XPC_FLAGS=1
90357   ??  Ss     0:04.87 /System/Library/Frameworks/WebKit.framework/Versions/A/XPCServices/com.apple.WebKit.GPU.xpc/Contents/MacOS/com.apple.WebKit.GPU
90358   ??  Ss     0:03.41 /System/Library/Frameworks/WebKit.framework/Versions/A/XPCServices/com.apple.WebKit.Networking.xpc/Contents/MacOS/com.apple.WebKit.Networking
90362   ??  S      0:08.89 /Applications/zoom.us.app/Contents/Frameworks/caphost.app/Contents/MacOS/caphost -pid 90351 -evtname caphost90351 -key rpc MallocNanoZone=1 USER=mahtabshaikh COMMAND_MODE=unix2003 __CFBundleIdentifier=us.zoom.xos PATH=/usr/bin:/bin:/usr/sbin:/sbin LOGNAME=mahtabshaikh SSH_AUTH_SOCK=/private/tmp/com.apple.launchd.n6IwevA5dS/Listeners HOME=/Users/mahtabshaikh MallocSpaceEfficient=1 SHELL=/bin/zsh EXTENSION_KIT_EXTENSION_TYPE=2 TMPDIR=/var/folders/dm/6gd037n52yx88hl22w35y2y40000gn/T/ __CF_USER_TEXT_ENCODING=0x1F5:0x0:0x0 XPC_SERVICE_NAME=application.us.zoom.xos.17036972.17036977 XPC_FLAGS=0x0 ZoomSaaSbeeDataPath=/Users/mahtabshaikh/Library/Application Support/zoom.us/data
90367   ??  Ss     0:04.28 /System/Library/Frameworks/WebKit.framework/Versions/A/XPCServices/com.apple.WebKit.WebContent.xpc/Contents/MacOS/com.apple.WebKit.WebContent
90368   ??  Ss     0:07.89 /System/Library/Frameworks/WebKit.framework/Versions/A/XPCServices/com.apple.WebKit.WebContent.xpc/Contents/MacOS/com.apple.WebKit.WebContent
90369   ??  Ss     0:19.08 /System/Library/Frameworks/WebKit.framework/Versions/A/XPCServices/com.apple.WebKit.WebContent.xpc/Contents/MacOS/com.apple.WebKit.WebContent
90371   ??  Ss     0:01.33 /System/Library/Frameworks/WebKit.framework/Versions/A/XPCServices/com.apple.WebKit.WebContent.xpc/Contents/MacOS/com.apple.WebKit.WebContent
90373   ??  Ss     0:03.27 /System/Library/Frameworks/WebKit.framework/Versions/A/XPCServices/com.apple.WebKit.WebContent.xpc/Contents/MacOS/com.apple.WebKit.WebContent
90374   ??  S     31:59.72 /Applications/zoom.us.app/Contents/Frameworks/ZoomClips.app/Contents/MacOS/ZoomClips --runasps=TRUE --parentbundlename=zoom.us --action=preload --ClipsRecordingType=Unknown MallocNanoZone=1 USER=mahtabshaikh COMMAND_MODE=unix2003 __CFBundleIdentifier=us.zoom.xos PATH=/usr/bin:/bin:/usr/sbin:/sbin LOGNAME=mahtabshaikh SSH_AUTH_SOCK=/private/tmp/com.apple.launchd.n6IwevA5dS/Listeners HOME=/Users/mahtabshaikh MallocSpaceEfficient=1 SHELL=/bin/zsh EXTENSION_KIT_EXTENSION_TYPE=2 TMPDIR=/var/folders/dm/6gd037n52yx88hl22w35y2y40000gn/T/ __CF_USER_TEXT_ENCODING=0x1F5:0x0:0x0 XPC_SERVICE_NAME=application.us.zoom.xos.17036972.17036977 XPC_FLAGS=0x0 ZoomSaaSbeeDataPath=/Users/mahtabshaikh/Library/Application Support/zoom.us/data
90379   ??  S      0:08.94 /Applications/zoom.us.app/Contents/Frameworks/caphost.app/Contents/MacOS/caphost -pid 90374 -evtname caphost90374 -key rpc MallocNanoZone=1 USER=mahtabshaikh COMMAND_MODE=unix2003 __CFBundleIdentifier=us.zoom.xos PATH=/usr/bin:/bin:/usr/sbin:/sbin LOGNAME=mahtabshaikh SSH_AUTH_SOCK=/private/tmp/com.apple.launchd.n6IwevA5dS/Listeners HOME=/Users/mahtabshaikh MallocSpaceEfficient=1 SHELL=/bin/zsh EXTENSION_KIT_EXTENSION_TYPE=2 TMPDIR=/var/folders/dm/6gd037n52yx88hl22w35y2y40000gn/T/ __CF_USER_TEXT_ENCODING=0x1F5:0x0:0x0 XPC_SERVICE_NAME=application.us.zoom.xos.17036972.17036977 XPC_FLAGS=0x0 ZoomSaaSbeeDataPath=/Users/mahtabshaikh/Library/Application Support/zoom.us/data
94492   ??  S     25:04.17 /Applications/Microsoft Excel.app/Contents/MacOS/Microsoft Excel USER=mahtabshaikh COMMAND_MODE=unix2003 __CFBundleIdentifier=com.microsoft.Excel PATH=/usr/bin:/bin:/usr/sbin:/sbin LOGNAME=mahtabshaikh SSH_AUTH_SOCK=/private/tmp/com.apple.launchd.n6IwevA5dS/Listeners HOME=/Users/mahtabshaikh SHELL=/bin/zsh TMPDIR=/var/folders/dm/6gd037n52yx88hl22w35y2y40000gn/T/ __CF_USER_TEXT_ENCODING=0x1F5:0x0:0x0 XPC_SERVICE_NAME=application.com.microsoft.Excel.514213.514219 XPC_FLAGS=1
95476   ??  S      0:00.07 /System/Library/CoreServices/Setup Assistant.app/Contents/Resources/mbuseragent
96073   ??  S      0:13.94 /System/Library/PrivateFrameworks/CloudKitDaemon.framework/Support/cloudd
96179   ??  S      1:30.22 /System/Library/Input Methods/CharacterPalette.app/Contents/MacOS/CharacterPalette
96592   ??  S      0:00.63 /System/Library/CoreServices/CoreLocationAgent.app/Contents/MacOS/CoreLocationAgent
97319   ??  S      0:01.34 /usr/libexec/knowledge-agent
  338   ??  Ss+    0:01.09 /usr/libexec/remoted
 8071 s003  Ss+    0:00.01 /bin/zsh
20381 s005  Ss+    0:00.01 /bin/zsh
18761 s007  Ss+    0:00.01 /bin/zsh
 3183 s011  S+     0:00.24 npm run dev   
 3200 s011  S+     0:00.25 node /Users/mahtabshaikh/Documents/anjums-diet-app/node_modules/.bin/next dev ANTIGRAVITY_AGENT=1 TERM_PROGRAM=vscode NODE=/usr/local/bin/node INIT_CWD=/Users/mahtabshaikh/Documents/anjums-diet-app TERM=xterm-256color SHELL=/bin/zsh HOMEBREW_REPOSITORY=/opt/homebrew TMPDIR=/var/folders/dm/6gd037n52yx88hl22w35y2y40000gn/T/ npm_config_global_prefix=/Users/mahtabshaikh/.npm-global VSCODE_PYTHON_AUTOACTIVATE_GUARD=1 TERM_PROGRAM_VERSION=1.107.0 ZDOTDIR=/Users/mahtabshaikh MallocNanoZone=0 COLOR=1 npm_config_noproxy= npm_config_local_prefix=/Users/mahtabshaikh/Documents/anjums-diet-app USER=mahtabshaikh COMMAND_MODE=unix2003 npm_config_globalconfig=/Users/mahtabshaikh/.npm-global/etc/npmrc SSH_AUTH_SOCK=/private/tmp/com.apple.launchd.n6IwevA5dS/Listeners VSCODE_PROFILE_INITIALIZED=1 __CF_USER_TEXT_ENCODING=0x1F5:0x0:0x0 npm_execpath=/usr/local/lib/node_modules/npm/bin/npm-cli.js PAGER=cat PATH=/Users/mahtabshaikh/Documents/anjums-diet-app/node_modules/.bin:/Users/mahtabshaikh/Documents/node_modules/.bin:/Users/mahtabshaikh/node_modules/.bin:/Users/node_modules/.bin:/node_modules/.bin:/usr/local/lib/node_modules/npm/node_modules/@npmcli/run-script/lib/node-gyp-bin:/Users/mahtabshaikh/.antigravity/antigravity/bin:/Users/mahtabshaikh/.npm-global/bin:/Users/mahtabshaikh/.npm-global/bin:/opt/homebrew/opt/postgresql@16/bin:/opt/homebrew/bin:/opt/homebrew/sbin:/usr/local/bin:/System/Cryptexes/App/usr/bin:/usr/bin:/bin:/usr/sbin:/sbin:/var/run/com.apple.security.cryptexd/codex.system/bootstrap/usr/local/bin:/var/run/com.apple.security.cryptexd/codex.system/bootstrap/usr/bin:/var/run/com.apple.security.cryptexd/codex.system/bootstrap/usr/appleinternal/bin:/Users/mahtabshaikh/.antigravity/antigravity/bin:/Users/mahtabshaikh/.npm-global/bin:/opt/homebrew/opt/postgresql@16/bin npm_package_json=/Users/mahtabshaikh/Documents/anjums-diet-app/package.json _=/Users/mahtabshaikh/Documents/anjums-diet-app/node_modules/.bin/next npm_config_userconfig=/Users/mahtabshaikh/.npmrc npm_config_init_module=/Users/mahtabshaikh/.npm-init.js USER_ZDOTDIR=/Users/mahtabshaikh __CFBundleIdentifier=com.google.antigravity npm_command=run PWD=/Users/mahtabshaikh/Documents/anjums-diet-app npm_lifecycle_event=dev EDITOR=vi npm_package_name=anjums-diet-app LANG=en_US.UTF-8 npm_config_npm_version=11.6.2 VSCODE_GIT_ASKPASS_EXTRA_ARGS= XPC_FLAGS=0x0 npm_config_node_gyp=/usr/local/lib/node_modules/npm/node_modules/node-gyp/bin/node-gyp.js npm_package_version=0.1.0 XPC_SERVICE_NAME=0 VSCODE_INJECTION=1 ANTIGRAVITY_CLI_ALIAS=agy SHLVL=2 HOME=/Users/mahtabshaikh VSCODE_GIT_ASKPASS_MAIN=/Applications/Antigravity.app/Contents/Resources/app/extensions/git/dist/askpass-main.js HOMEBREW_PREFIX=/opt/homebrew npm_config_cache=/Users/mahtabshaikh/.npm LOGNAME=mahtabshaikh npm_lifecycle_script=next dev VSCODE_GIT_IPC_HANDLE=/var/folders/dm/6gd037n52yx88hl22w35y2y40000gn/T/vscode-git-0c961b961f.sock npm_config_user_agent=npm/11.6.2 node/v24.13.0 darwin arm64 workspaces/false VSCODE_GIT_ASKPASS_NODE=/Applications/Antigravity.app/Contents/Frameworks/Antigravity Helper (Plugin).app/Contents/MacOS/Antigravity Helper (Plugin) GIT_ASKPASS=/Applications/Antigravity.app/Contents/Resources/app/extensions/git/dist/askpass.sh INFOPATH=/opt/homebrew/share/info:/opt/homebrew/share/info: HOMEBREW_CELLAR=/opt/homebrew/Cellar npm_node_execpath=/usr/local/bin/node npm_config_prefix=/Users/mahtabshaikh/.npm-global COLORTERM=truecolor
 3202 s011  S+     1:17.32 next-server (v16.1.6) 
 3217 s011  S+     0:02.10 node /Users/mahtabshaikh/Documents/anjums-diet-app/.next/dev/build/postcss.js 62878 ANTIGRAVITY_AGENT=1 ANTIGRAVITY_CLI_ALIAS=agy COLOR=1 COLORTERM=truecolor COMMAND_MODE=unix2003 EDITOR=vi GIT_ASKPASS=/Applications/Antigravity.app/Contents/Resources/app/extensions/git/dist/askpass.sh HOME=/Users/mahtabshaikh HOMEBREW_CELLAR=/opt/homebrew/Cellar HOMEBREW_PREFIX=/opt/homebrew HOMEBREW_REPOSITORY=/opt/homebrew INFOPATH=/opt/homebrew/share/info:/opt/homebrew/share/info: INIT_CWD=/Users/mahtabshaikh/Documents/anjums-diet-app LANG=en_US.UTF-8 LOGNAME=mahtabshaikh MallocNanoZone=0 NEXT_PRIVATE_TRACE_ID=cf5baefddd917e7f NEXT_PRIVATE_WORKER=1 NEXT_PUBLIC_SUPABASE_ANON_KEY=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJpc3MiOiJzdXBhYmFzZSIsInJlZiI6Imhlc3hwY3V4d3Z6dWpuY3p2eGhmIiwicm9sZSI6ImFub24iLCJpYXQiOjE3NzEyMTc3ODgsImV4cCI6MjA4Njc5Mzc4OH0.OA9hw0RC_imgJ8YhcYSxnXqlvX767-77IaMyd8-1vX8 NEXT_PUBLIC_SUPABASE_URL=https://hesxpcuxwvzujnczvxhf.supabase.co NEXT_RUNTIME=nodejs NODE=/usr/local/bin/node NODE_ENV=development NODE_OPTIONS=--max-old-space-size=8192 --enable-source-maps PAGER=cat PATH=/Users/mahtabshaikh/Documents/anjums-diet-app/node_modules/.bin:/Users/mahtabshaikh/Documents/node_modules/.bin:/Users/mahtabshaikh/node_modules/.bin:/Users/node_modules/.bin:/node_modules/.bin:/usr/local/lib/node_modules/npm/node_modules/@npmcli/run-script/lib/node-gyp-bin:/Users/mahtabshaikh/.antigravity/antigravity/bin:/Users/mahtabshaikh/.npm-global/bin:/Users/mahtabshaikh/.npm-global/bin:/opt/homebrew/opt/postgresql@16/bin:/opt/homebrew/bin:/opt/homebrew/sbin:/usr/local/bin:/System/Cryptexes/App/usr/bin:/usr/bin:/bin:/usr/sbin:/sbin:/var/run/com.apple.security.cryptexd/codex.system/bootstrap/usr/local/bin:/var/run/com.apple.security.cryptexd/codex.system/bootstrap/usr/bin:/var/run/com.apple.security.cryptexd/codex.system/bootstrap/usr/appleinternal/bin:/Users/mahtabshaikh/.antigravity/antigravity/bin:/Users/mahtabshaikh/.npm-global/bin:/opt/homebrew/opt/postgresql@16/bin PORT=3000 PWD=/Users/mahtabshaikh/Documents/anjums-diet-app RESEND_API_KEY=re_3bUwicqJ_JAMXTEUbJ8MEaGo7Sk81wQ4B RUST_MIN_STACK=8388608 SHELL=/bin/zsh SHLVL=2 SSH_AUTH_SOCK=/private/tmp/com.apple.launchd.n6IwevA5dS/Listeners SUPABASE_DB_PASSWORD=VWA6IZXwjeR9oQYh SUPABASE_SERVICE_ROLE_KEY=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJpc3MiOiJzdXBhYmFzZSIsInJlZiI6Imhlc3hwY3V4d3Z6dWpuY3p2eGhmIiwicm9sZSI6InNlcnZpY2Vfcm9sZSIsImlhdCI6MTc3MTIxNzc4OCwiZXhwIjoyMDg2NzkzNzg4fQ.dzGXqETLmkulDWNXMKT6LUhS7xWIyh86hk2U9FgjQCo TERM=xterm-256color TERM_PROGRAM=vscode TERM_PROGRAM_VERSION=1.107.0 TMPDIR=/var/folders/dm/6gd037n52yx88hl22w35y2y40000gn/T/ TURBOPACK=auto USER=mahtabshaikh USER_ZDOTDIR=/Users/mahtabshaikh VSCODE_GIT_ASKPASS_EXTRA_ARGS= VSCODE_GIT_ASKPASS_MAIN=/Applications/Antigravity.app/Contents/Resources/app/extensions/git/dist/askpass-main.js VSCODE_GIT_ASKPASS_NODE=/Applications/Antigravity.app/Contents/Frameworks/Antigravity Helper (Plugin).app/Contents/MacOS/Antigravity Helper (Plugin) VSCODE_GIT_IPC_HANDLE=/var/folders/dm/6gd037n52yx88hl22w35y2y40000gn/T/vscode-git-0c961b961f.sock VSCODE_INJECTION=1 VSCODE_PROFILE_INITIALIZED=1 VSCODE_PYTHON_AUTOACTIVATE_GUARD=1 WATCHPACK_WATCHER_LIMIT=20 XPC_FLAGS=0x0 XPC_SERVICE_NAME=0 ZDOTDIR=/Users/mahtabshaikh _=/Users/mahtabshaikh/Documents/anjums-diet-app/node_modules/.bin/next __CFBundleIdentifier=com.google.antigravity __CF_USER_TEXT_ENCODING=0x1F5:0x0:0x0 __NEXT_PRIVATE_ORIGIN=http://localhost:3000 __NEXT_PROCESSED_ENV=true npm_command=run npm_config_cache=/Users/mahtabshaikh/.npm npm_config_global_prefix=/Users/mahtabshaikh/.npm-global npm_config_globalconfig=/Users/mahtabshaikh/.npm-global/etc/npmrc npm_config_init_module=/Users/mahtabshaikh/.npm-init.js npm_config_local_prefix=/Users/mahtabshaikh/Documents/anjums-diet-app npm_config_node_gyp=/usr/local/lib/node_modules/npm/node_modules/node-gyp/bin/node-gyp.js npm_config_noproxy= npm_config_npm_version=11.6.2 npm_config_prefix=/Users/mahtabshaikh/.npm-global npm_config_user_agent=npm/11.6.2 node/v24.13.0 darwin arm64 workspaces/false npm_config_userconfig=/Users/mahtabshaikh/.npmrc npm_execpath=/usr/local/lib/node_modules/npm/bin/npm-cli.js npm_lifecycle_event=dev npm_lifecycle_script=next dev npm_node_execpath=/usr/local/bin/node npm_package_json=/Users/mahtabshaikh/Documents/anjums-diet-app/package.json npm_package_name=anjums-diet-app npm_package_version=0.1.0
57158 s011  Ss     0:00.04 /bin/zsh -il
51511 s014  Ss+    0:00.01 /bin/zsh
52446 s016  Ss+    0:00.01 /bin/zsh
57295 s017  Ss+    0:00.11 /bin/zsh -il
58139 s019  Ss+    0:00.02 /bin/zsh
58476 s021  Ss+    0:00.02 /bin/zsh
 3590 s022  Ss     0:00.26 /bin/zsh -il
28330 s022  R+     0:00.00 ps eww -A MallocNanoZone=0 USER=mahtabshaikh COMMAND_MODE=unix2003 __CFBundleIdentifier=com.google.antigravity PATH=/Users/mahtabshaikh/.antigravity/antigravity/bin:/Users/mahtabshaikh/.npm-global/bin:/Users/mahtabshaikh/.npm-global/bin:/opt/homebrew/opt/postgresql@16/bin:/opt/homebrew/bin:/opt/homebrew/sbin:/usr/local/bin:/System/Cryptexes/App/usr/bin:/usr/bin:/bin:/usr/sbin:/sbin:/var/run/com.apple.security.cryptexd/codex.system/bootstrap/usr/local/bin:/var/run/com.apple.security.cryptexd/codex.system/bootstrap/usr/bin:/var/run/com.apple.security.cryptexd/codex.system/bootstrap/usr/appleinternal/bin:/Users/mahtabshaikh/.antigravity/antigravity/bin:/Users/mahtabshaikh/.npm-global/bin:/opt/homebrew/opt/postgresql@16/bin LOGNAME=mahtabshaikh SSH_AUTH_SOCK=/private/tmp/com.apple.launchd.n6IwevA5dS/Listeners HOME=/Users/mahtabshaikh SHELL=/bin/zsh TMPDIR=/var/folders/dm/6gd037n52yx88hl22w35y2y40000gn/T/ __CF_USER_TEXT_ENCODING=0x1F5:0x0:0x0 XPC_SERVICE_NAME=0 XPC_FLAGS=0x0 SHLVL=1 PWD=/Users/mahtabshaikh/Documents/anjums-diet-app OLDPWD=/Users/mahtabshaikh/Documents/anjums-diet-app HOMEBREW_PREFIX=/opt/homebrew HOMEBREW_CELLAR=/opt/homebrew/Cellar HOMEBREW_REPOSITORY=/opt/homebrew INFOPATH=/opt/homebrew/share/info:/opt/homebrew/share/info: PAGER=cat ANTIGRAVITY_AGENT=1 TERM_PROGRAM=vscode TERM_PROGRAM_VERSION=1.107.0 LANG=en_US.UTF-8 COLORTERM=truecolor ANTIGRAVITY_CLI_ALIAS=agy GIT_ASKPASS=/Applications/Antigravity.app/Contents/Resources/app/extensions/git/dist/askpass.sh VSCODE_GIT_ASKPASS_NODE=/Applications/Antigravity.app/Contents/Frameworks/Antigravity Helper (Plugin).app/Contents/MacOS/Antigravity Helper (Plugin) VSCODE_GIT_ASKPASS_EXTRA_ARGS= VSCODE_GIT_ASKPASS_MAIN=/Applications/Antigravity.app/Contents/Resources/app/extensions/git/dist/askpass-main.js VSCODE_GIT_IPC_HANDLE=/var/folders/dm/6gd037n52yx88hl22w35y2y40000gn/T/vscode-git-0c961b961f.sock VSCODE_INJECTION=1 ZDOTDIR=/Users/mahtabshaikh USER_ZDOTDIR=/Users/mahtabshaikh TERM=xterm-256color VSCODE_PROFILE_INITIALIZED=1 VSCODE_PYTHON_AUTOACTIVATE_GUARD=1 _=/bin/ps
